,title,brand,price,post link,image link,review,review amount
1008,Zapatilla Topper Effective Negro/rosa,TOPPER,50.150,https://articulo.mercadolibre.com.ar/MLA-1390319637-zapatilla-topper-effective-negrorosa-_JM#position=37&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_705531-MLA71885352529_092023-W.jpg,4.7,(18)
1009,Zapatilla Hombre Mujer Urbana Skate Spiral Pow Skateb 40-45,SPIRAL,47.263,https://articulo.mercadolibre.com.ar/MLA-1394494033-zapatilla-hombre-mujer-urbana-skate-spiral-pow-skateb-40-45-_JM#position=38&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_833941-MLA72670252539_112023-W.jpg,0.0,-
1010,Zapatillas Converse Ct All S Mule Lift Mujer Solo Deportes,CONVERSE,41.200,https://articulo.mercadolibre.com.ar/MLA-1401408184-zapatillas-converse-ct-all-s-mule-lift-mujer-solo-deportes-_JM#position=39&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_867157-MLA69001212554_042023-W.jpg,4.7,(12)
1011,Zapatillas Cher Mix  Noire Con Un Estilo Urbano Unisex,,59.900,https://articulo.mercadolibre.com.ar/MLA-1320247132-zapatillas-cher-mix-noire-con-un-estilo-urbano-unisex-_JM#position=40&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_648740-MLA53460082986_012023-W.jpg,4.4,(107)
1012,Zapatillas Sorpasso Panchas Náuticas Mocasin Hombre,SORPASSO,5.650,https://articulo.mercadolibre.com.ar/MLA-1150617368-zapatillas-sorpasso-panchas-nauticas-mocasin-hombre-_JM#position=41&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_959315-MLA72069841398_102023-W.jpg,4.7,(22)
1013,Zapatillas Jaguar Oficial Botines Art. #5009 27 Al 34,JAGUAR,23.705,https://articulo.mercadolibre.com.ar/MLA-1496286586-zapatillas-jaguar-oficial-botines-art-5009-27-al-34-_JM#position=42&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_635006-MLA72265907976_102023-W.jpg,4.6,(14)
1014,Zapatillas Topper Strong Pace Iii 26205 Deportivas 35 Al 45,TOPPER,36.250,https://articulo.mercadolibre.com.ar/MLA-1106940284-zapatillas-topper-strong-pace-iii-26205-deportivas-35-al-45-_JM#position=43&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_738670-MLA47779948272_102021-W.jpg,4.6,(263)
1015,Zapatillas Salomon Outdoor Alphacross 3 W Mujer Ce Pe,SALOMON,76.999,https://articulo.mercadolibre.com.ar/MLA-1562312194-zapatillas-salomon-outdoor-alphacross-3-w-mujer-ce-pe-_JM#position=44&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_962549-MLA72753361974_112023-W.jpg,0.0,-
1016,Zapatillas Puma Cell Vive Intake Unisex Para Running,PUMA,59.999,https://articulo.mercadolibre.com.ar/MLA-1390236949-zapatillas-puma-cell-vive-intake-unisex-para-running-_JM#position=45&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_905547-MLA71920774016_092023-W.jpg,4.9,(41)
1017,Zapatillas Hombre Stone 8201 Urbanas Clásicas ,STONE,24.789,https://articulo.mercadolibre.com.ar/MLA-909739352-zapatillas-hombre-stone-8201-urbanas-clasicas-_JM#position=46&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_703922-MLA45933965853_052021-W.jpg,4.2,(91)
1018,Zapatillas Jaguar Oficial Trekking Art. #3039 28 Al 35,JAGUAR,25.165,https://articulo.mercadolibre.com.ar/MLA-1365714299-zapatillas-jaguar-oficial-trekking-art-3039-28-al-35-_JM#position=47&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_782957-MLA72265968036_102023-W.jpg,4.5,(74)
1019,Zapatillas Game Over Iii Topper Sport 78 Tienda Oficial,TOPPER,37.299,https://articulo.mercadolibre.com.ar/MLA-1541046506-zapatillas-game-over-iii-topper-sport-78-tienda-oficial-_JM#position=48&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_802539-MLA73118467529_112023-W.jpg,0.0,-
1020,Zapatillas Niñas Minnie 0324 Footy Luz Al Pisar 23/28 *shubo,FOOTY,22.400,https://articulo.mercadolibre.com.ar/MLA-1561118434-zapatillas-ninas-minnie-0324-footy-luz-al-pisar-2328-shubo-_JM#position=49&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_705258-MLA72810528237_112023-W.jpg,0.0,-
1021,Zapatillas Deportivas Niños Nenas Varón Elastizadas Goosy,GOOSY,7.390,https://articulo.mercadolibre.com.ar/MLA-1178991116-zapatillas-deportivas-ninos-nenas-varon-elastizadas-goosy-_JM#position=50&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_935716-MLA51718255789_092022-W.jpg,4.4,(212)
1022,Zapatillas Plataforma Alta Mujer Gomon Zapatos Mejor Precio!,,25.999,https://articulo.mercadolibre.com.ar/MLA-844482731-zapatillas-plataforma-alta-mujer-gomon-zapatos-mejor-precio-_JM#position=51&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_943083-MLA71654265961_092023-W.jpg,4.4,(28)
1023,Zapatillas Warp Topper Sport 78 Tienda Oficial,TOPPER,36.899,https://articulo.mercadolibre.com.ar/MLA-1540981618-zapatillas-warp-topper-sport-78-tienda-oficial-_JM#position=52&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_909854-MLA72360387831_102023-W.jpg,0.0,-
1024,Zapatillas Jaguar Deportiva Art. #9332 35 Al 40 - Gamati,JAGUAR,25.735,https://articulo.mercadolibre.com.ar/MLA-1480442942-zapatillas-jaguar-deportiva-art-9332-35-al-40-gamati-_JM#position=53&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_915525-MLA71234149060_082023-W.jpg,4.8,(36)
1025,"Zapatillas Hombre Cat, Caterpillar Botas Envio Gratis",CATERPILLAR,47.800,https://articulo.mercadolibre.com.ar/MLA-1477300772-zapatillas-hombre-cat-caterpillar-botas-envio-gratis-_JM#position=54&search_layout=grid&type=item&tracking_id=df7026bb-0c79-4bb2-bc9f-2caef663b616,https://http2.mlstatic.com/D_NQ_NP_956657-MLA71153794436_082023-W.jpg,0.0,-
1026,Zapatillas De Mujer Livianas Comodas Moda Nadin,BECCA SHOES,39.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=1F3Mk4%2FQSA0Rbb6EsQnCO7Qcd5vdugT2q2EcBjvPxb0hOPNbnn%2Fmxv1npHpg8IiaA%2BbVIiOf%2Fm3FhPkO2KfYlVD9O7sl%2Bn3VxNawJRNftE2L7kx3%2Ba3%2B%2FZEm5%2FIcbaJ7BH%2FMiDh%2F9dK7NCDwBdJXS895bqY59la3EulLLIHGj%2FFlJUrQZZeLSd9IeTqrfln1Ppsl2Uk3msxtcwcGFIvQLDkYq67Lx%2BmKQgtI%2BO8CAeGtm33u43VOetDk%2F6mLE4qWfzz%2F6OMobrIVNV2q06ygrH7xAQ1yt9i7jbWwvbsursrgxADklNh7eFQnB2oqpqmJTOtdEigOac34mmo8CtZfMO%2BlEeJcKL8%2Bh9CFmXD62tG5Kujb071AT8hp7hz3r0gTx%2BZjzGTUuuhMXdkCEKxyzW4T65RS%2BalWtPIzurn0PxkrXFLCVrGOm4bzNKVMuwqW%2FwIyZz4UfdpBTx6mB2AmP0Q%2FtdJIqhxmO2PPbDgY2mPDx8DRBAGfdOwgVny4a%2F1porpw9UHRm7drNLLXw3hB9EXkj0o5cZ8e%2Bd7FHwynC8YuW9bLImPBdy0IJRlWIVwfXPT11cEABTdRNmjDb80gqEQo3C1OiIHNDMYUr3xKFnFF3H4eFydbDH%2BTw%2B4ZQ30G1RGyw5sQ9S%2BsmMTSyfALMV6tzD90SAYmwCJ9qkwWek1ZHYg%2FdlZhV8aNbAu275HMWR617yUPrM%2B%2BRg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_996278-MLA72341483599_102023-W.jpg,3.9,(5510)
1027,Zapatillas Narrow Original Cuero Vacuno Urbanas Art.3303 ,NARROW,37.374,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2B2a52LdhqYnym%2BzBCfCULpQhi9uW0KeRl5Odf59HGtmLiTBnviW0Ub%2BgZa6ITM8%2By5d6PYnOBFuzrq%2BJIwcQ1fvcHjEjqj45hPE1gjNN6Ccir2m9rbxYI4ogcq31dow0gTihU8L%2FOZbqgPA8hftZZ3mKCMu9e6T746IAepVDkedIseJGhRk7y9mX%2FVjxkEhQNGUvIEPtSJU3X3vzvKxVDcUjB8j5RFu%2BRVHnUi4TenRszO3%2BeC1faErUbF97%2FWq8Lhcj4eZ7BROjLIXTFw60q97mfMhLtzlPUIgYGciZNPpX9Ry6TY%2B3X4GvAhPtPL2sPIt5R%2BUZ5FxT%2FzCXBqd2UPVfFssyMQFDqzjbFYkWkosCNmTKev50Ss%2Fm0f9N9%2BDZ%2FJvcSS9Jxetknuq3yEiVOpAa9OotwPPsYmndu278XrK%2FOARQYdfK44KcK%2Fgx61pFrgq0ak4osEgXWVW53DYspeS%2BdFeBrzMy%2FirrcLauHC862HrRJ8KhXzl2pALe4rNdS%2FrbJZxyaZdaBYfFxAGF7RDGRZPf9vjeAIptiaFT8HbIHb7IPlWLp%2BaJAJdnB4hbt4iMYqdROuuLhGBm%2BRs7FneP%2BuwwrC3K4wBgV872Ll8zqwFr9cKi%2BJBkjEn2%2F2RTHravbKcGzMWnaUkbWmL%2FQGECeHQ4UDUwZnkYC84%2BHos%2BtB2lemCnnksu%2BmVyzRn5mcoEg258G0wYI7hahAScP7m%2B4A%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_986856-MLA70355033555_072023-W.jpg,4.6,(37)
1028,Zapatillas Mujer Base Comoda Liviana Diseño Love,BECCA SHOES,39.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=fglCkk81gLpRB83F6y24pKUlbnJyHZpkCABwlYL6YWNywL69PTK6U1ZUuYMw4nyFq8gC31JWvkreuj29XOpLAcMqUGqfhTBDjdl%2Fw%2FsDGt4CPhh4Pv63VT%2BznjuW9XEHzDgZmAAimORE42jDtW8fQBZpwyQhl3u2YLlQL8Zs%2BzQY4MZScSXZMVDw1GMxA85U95%2FIZj%2FUZqFmi5qcop%2BvIXymP4kFq5eUwCh79wO2mJmu%2FVGZxB%2FSRnwi1fMMhNWFdsnkJJ1EMkIHkFAg66AD7A7ceVLRSfHbFxVmPP6i5%2Bv%2FPvqNCIpp7IjK162kDyetQjIqtbRJa68V5SggDTJ71j%2FDiwCnxS2UiLdqM1IagaC7NjBARvsxNPuJR7XK48saVktWo6mn5m9m6n0CvJr47R8kQ4h%2FaKmrduum0X4NM6TxoVqinJ8Zye2DeubUOzhnSq7%2B5kiQcmQzZF5j9CvW%2FPtI%2FmEbInM0%2FWbEj8nmorDdBcW263vvOXfEoJmc%2FGj2mwksi%2B4T4qHzr7d3%2FG30kjV2bw%2BnehXnh03gl%2FD2ggEEroNMgavd8k1YnTihpYz5U1wrz%2FX6o%2F0j1GXr1JmMAGtxbamiQ6ru3VJ00MgqN4koG1t8A5ebSrHvK8GGreRGUjn46xbTi%2BCoZ2o%2BNRnyMvDl3n4Zja2jqWSA0xny09cM6adO0oM27kwYNfNBPwNhapQnkmnZx0XA%2Fg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_648328-MLA70431726766_072023-W.jpg,4.1,(1309)
1029,Zapatillas Puma Running Resolve Street Adp Hombre Ng Bl,PUMA,32.599,https://articulo.mercadolibre.com.ar/MLA-1113829892-zapatillas-puma-running-resolve-street-adp-hombre-ng-bl-_JM#position=5&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_882759-MLA48393974402_112021-W.jpg,4.7,(52)
1030,Zapatillas Kappa Training Kombat Nomadw Hombre Ng Ng,KAPPA,28.999,https://articulo.mercadolibre.com.ar/MLA-1385583185-zapatillas-kappa-training-kombat-nomadw-hombre-ng-ng-_JM#position=6&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_662841-MLA71359134614_082023-W.jpg,0.0,-
1031,Zapatillas Jaguar Oficial Trekking Art. #3023 40 Al 45,JAGUAR,35.470,https://articulo.mercadolibre.com.ar/MLA-857264960-zapatillas-jaguar-oficial-trekking-art-3023-40-al-45-_JM#position=7&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_618368-MLA72265512382_102023-W.jpg,4.4,(130)
1032,Zapatillas Tipo Alexander Mcqueen,MC QUEEN,28.990,https://articulo.mercadolibre.com.ar/MLA-1132669177-zapatillas-tipo-alexander-mcqueen-_JM#position=8&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_960948-MLA72878055109_112023-W.jpg,4.1,(106)
1033,Zapatillas Olympikus Mod Damas Vibracao - Beige Con Mouse ,OLYMPIKUS,23.990,https://articulo.mercadolibre.com.ar/MLA-1529119598-zapatillas-olympikus-mod-damas-vibracao-beige-con-mouse-_JM#position=9&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_899531-MLA72042830900_102023-W.jpg,4.7,(23)
1034,Zapatillas Olympikus Modelo Damas Delta - Rosa Viejo,OLYMPIKUS,23.990,https://articulo.mercadolibre.com.ar/MLA-1375871769-zapatillas-olympikus-modelo-damas-delta-rosa-viejo-_JM#position=13&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_931453-MLA70307847068_072023-W.jpg,4.9,(49)
1035,Zapatillas Mujer Hombre Unisex Comodas Livianas Busted,BECCA SHOES,49.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=h3mggrMZnW0yAPdmjkNk2v2OYHNlibUwDQ6RyKm3Udgo%2B036SuDEnsDiXI6KPolY9P208uXmwy%2BD8STGgopiPpB%2FbQecwF12QJernRZMYQbbxJg7fMDiG2yetJjrEqo7y%2Byt%2BsS5K9fRNZQ2dYaIF%2BVxGg%2F2bdSR6dKcT0e%2Ffxs23ESPCxSpKbeWpfRiR7SAhv9p8l85rWeWWi8CinN%2Fxitul0c%2BkQoyNdBMHoHnx136VfGwmp49VQyyQXUfegJ2g8834%2BeYD9ujuFuuga1f0bpOCaLqkEbzd2d0SuFLmTG9LZIPM27tAeNhyACALQdXOEnUUirpVI9M1qjNBifAoeEI%2FiDrr8F0%2F6nLehKi5Ycq2BMt1Crsfevzyl4I6FmFEi71PP0bTQnKF7D9xTh5ste6bO6nSxKvM%2FBWEwJrCOSwvKjb65nsT0e3RyoYiIHJgauflFe5SdUAn3ye151%2B%2BjmsX6skhh2ou2prO7cXWBFTwnVfGTGNDoJJ0u16n3tpkc18LHJbKpnipeV9Eqsgl5kTT7fKOkTUedRMgrTc9M9aqd7hAPXqRbDzyceemtKx92%2BtixChLWpTk%2BgI0vY5R0b3ncbeWP3%2FQUXM0sAeGjEzgRC2m27sYi2trePC8NS4hpx2upC4IkTH5E9HxmnUsJYQ2Jgxh%2B52K1TGcjifJDRnvzJ7QgI7haWNYppIJnftNpxFVrivxMPjkbZ4CPUh%2Fdhszss%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_894307-MLA70676257668_072023-W.jpg,4.5,(189)
1036,Zapatillas Mujer Hombre Unisex Jaguar Lona Botitas Con Punte,JAGUAR,11.780,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=zSrEt0cL6ao98VAU4CsWcppnY4EwC5EQoFYkLi1vu9cAkpb%2B%2FMU22YBA2o8n6iOm9OxEx0gUDdnb7CFx3RTGy0XNzzsr3k%2FMe4l3%2FdkzFg8pVF0XQyM7rmACj1fGflzMYX0zBJll3Rc%2BSCJw8JgwF1oTxVBVxBGmqxdQzCbSWW9kuQc%2BPh4stDds%2FROV39An3JVbvoz8q4YjsJ%2BFO5Md2fom5JACVzKuNuYCLOHpLBCaPf5oNjxVABh9zApu2y%2FXr9jEl8vj6mx2yKb2PyOkM2rajIIWOQsnRNvi3jdlmbSJQpc1VvQjDztFLSemfEE%2FujRiM4ROwlIxSjDHA2o7Tg%2FLk5gwYolS2cfaJ2wb93V%2FcBSiklZtvRxiOrARBVNSLe07fvpm%2FF7axQ8muHTSstfuVY8LV0PFUzPJHjPD3vJhovh0epOObGk7%2Fp8Q5CaV8VzrV7kMW3axt6COS3Lc3r7qysxG8CgdQghG705mdvRjBQarp%2FLp%2F7zC8tigtkxRa%2BDNaNJ5eTXTd2477wVR16%2FalG5N926NwXe%2FU9xgkZRx4VftdpFCX7b5O2wg4kmw%2Fo%2BvAFjs99sTxM%2FcwHJSytcjpbDNnmkwCQZ3rFVx5oga4KhGDurgNTXPdqbDVlHs6WmYUejyvZA3pcNJVyLdIBjFC3cPmNRSYWyFyjKA33p8rRwGa9h2bZ2L3qp3U7PYeK%2FhALuoyfdCoA%2BZU6fYEIDOr%2FME%2FU6Y2m9Q&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_659750-MLA71371073920_082023-W.jpg,4.7,(621)
1037,Zapatillas Mujer Base Comoda Liviana Diseño Love Full,BECCA SHOES,39.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=2CdZPr7qLgVHzgMjTa%2BFrYdB5weIF0EnqDDh%2FWvM8R4yGcG%2BDWc%2B6LD9kXAbGTMHgi%2FuhTmC%2BUVZoUv3QrtKzd3OxpY%2BK5UHvUKDkOGFMRI9Y5DCuy52yd1X3E20HqA7M9MJ8pq3NIAxJyGB1FPEv7VE%2B1%2FMAUrvGoWigVGKbYNxvxX6t0n6ef7fVxkDh5IJl6FtSDVlNbZE%2BQlRYkrIGKqHfEpJLkbSy4cx7NAZer6ZimPOLDS4ur5rufqBUm8AmDeSZ3fXVx6BRo9AS1Um9Mqf4SeYu7t%2BrjFbvnQSl%2BoZAgX7qGUHLswvbtaH7gN0KvFnPnbsjvHD8sQHxAWL5QcIxOl9FihQoM5SeOF08ctjmnU8uEpPokfRrR6suMCf59aqB1j2YSOm%2BjDkqM%2B5fDCpDljKjxkuB3lRzaTYsdkyUkqtri5nxfZKzDU%2FQGoUVaIZkahWVd4ccKgzwtYI8SdN1aYx%2BA0QY7ZSeSsyJqd1bT%2FjtzgcteWTXWl2qgb5lERR1wOZDnvCKIiEsxqeFJaBwoKRM0KgYL0I5ySjm63h4qznu9tUNjD3TKiRnJGBPcyYNgVOBEGSoBMrDsMK9hsCpAao7YaFV9GJfBNBzx%2BAw9plSOGTC1xCXM8dK1dtyIRcWfqzfVnP8Y%2BUk3cUyBUGllcZ0aja%2FJpY1GLrKmyCQns3TZOSO7k9i%2F4il2SiP6VcwPF62jvRbm51ueVkZrcwkA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_834375-MLA70431726392_072023-W.jpg,4.0,(186)
1038,Zapatillas Stone Hombre Urbano 8150 ,STONE,24.789,https://articulo.mercadolibre.com.ar/MLA-900811895-zapatillas-stone-hombre-urbano-8150-_JM#position=14&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_946796-MLA45495539716_042021-W.jpg,4.2,(74)
1039,Zapatillas Mujer Diadora Formula,DIADORA,44.999,https://articulo.mercadolibre.com.ar/MLA-1511764072-zapatillas-mujer-diadora-formula-_JM#position=15&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_657058-MLA72571845559_102023-W.jpg,4.7,(72)
1040,Zapatilla Negra Y Gris Astra Niños Atomik,ATOMIK,26.590,https://articulo.mercadolibre.com.ar/MLA-1395715705-zapatilla-negra-y-gris-astra-ninos-atomik-_JM#position=16&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_859644-MLA72856506725_112023-W.jpg,0.0,-
1041,Pezuña De Vaca Zapatilla Abrojo Liviana Verano Serafinne 400,,19.999,https://articulo.mercadolibre.com.ar/MLA-830317012-pezuna-de-vaca-zapatilla-abrojo-liviana-verano-serafinne-400-_JM#position=17&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_893815-MLA51107211162_082022-W.jpg,4.5,(42)
1042,Zapatillas Atomik Moda Shelter Mujer Go Ng Tienda Oficial,ATOMIK,31.999,https://articulo.mercadolibre.com.ar/MLA-1558128642-zapatillas-atomik-moda-shelter-mujer-go-ng-tienda-oficial-_JM#position=18&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_995589-MLA72741795213_112023-W.jpg,0.0,-
1043,Zapatillas Rbd Game Puma Puma Tienda Oficial,PUMA,65.999,https://articulo.mercadolibre.com.ar/MLA-1496804716-zapatillas-rbd-game-puma-puma-tienda-oficial-_JM#position=19&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_685512-MLA71524911985_092023-W.jpg,4.9,(12)
1044,Zapatilla Skate Hombre Canvas Brooklyn Caramelo Vulcanizado,CANVAS,27.000,https://articulo.mercadolibre.com.ar/MLA-709287206-zapatilla-skate-hombre-canvas-brooklyn-caramelo-vulcanizado-_JM#position=20&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_681241-MLA31707667556_082019-W.jpg,4.6,(31)
1045,Zapatillas Atomik Bandol Estilo Urbano Para Hombre,ATOMIK,14.990,https://articulo.mercadolibre.com.ar/MLA-1123143366-zapatillas-atomik-bandol-estilo-urbano-para-hombre-_JM#position=21&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_729210-MLA49064537919_022022-W.jpg,4.3,(149)
1046,Topper Jiro Hombre Adultos,TOPPER,27.775,https://www.mercadolibre.com.ar/zapatillas-para-hombre-topper-jiro-color-negro-adulto-39-ar/p/MLA26989002?pdp_filters=category:MLA109027#searchVariation=MLA26989002&position=4&search_layout=grid&type=product&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_742529-MLA71655733635_092023-W.jpg,0.0,-
1047,Zapatillas Urbanas Unisex Lona Cordon Jaguar 27 Al 33 8174,JAGUAR,6.750,https://articulo.mercadolibre.com.ar/MLA-872254538-zapatillas-urbanas-unisex-lona-cordon-jaguar-27-al-33-8174-_JM#position=22&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_855046-MLA70461222155_072023-W.jpg,5.0,(3)
1048,Zapatillas Mujer Atomik Deportivas Sin Cordones Monaco,ATOMIK,18.050,https://articulo.mercadolibre.com.ar/MLA-1366986828-zapatillas-mujer-atomik-deportivas-sin-cordones-monaco-_JM#position=23&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_988738-MLA69379061846_052023-W.jpg,4.7,(26)
1049,Zapatilla Talles Grandes 45 46 47 48 Deportiva,HUGO,8.899,https://articulo.mercadolibre.com.ar/MLA-1479681638-zapatilla-talles-grandes-45-46-47-48-deportiva-_JM#position=24&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_995588-MLA71211401680_082023-W.jpg,5.0,(1)
1050,Zapatillas Guillerminas Nena Bebes Con Abrojo 22 Al 33 (136),NEW TILERS,5.800,https://articulo.mercadolibre.com.ar/MLA-879973123-zapatillas-guillerminas-nena-bebes-con-abrojo-22-al-33-136-_JM#position=25&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_960719-MLA43955773494_102020-W.jpg,4.5,(78)
1051,Zapatillas Rack Topper Team Sport Tienda Oficial,TOPPER,31.899,https://articulo.mercadolibre.com.ar/MLA-1541008002-zapatillas-rack-topper-team-sport-tienda-oficial-_JM#position=26&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_870365-MLA72295941744_102023-W.jpg,0.0,-
1052,Zapatillas Olympikus Outdoor Traction - Delvisodeportes,OLYMPIKUS,26.402,https://articulo.mercadolibre.com.ar/MLA-862112724-zapatillas-olympikus-outdoor-traction-delvisodeportes-_JM#position=27&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_723675-MLA47048898954_082021-W.jpg,4.7,(31)
1053,Zapatillas Puma Softride Enzo Evo Negra Solo Deportes,PUMA,40.299,https://articulo.mercadolibre.com.ar/MLA-1428066710-zapatillas-puma-softride-enzo-evo-negra-solo-deportes-_JM#position=28&search_layout=grid&type=item&tracking_id=a305e477-a6db-4f1d-a934-a4b2407fb33a,https://http2.mlstatic.com/D_NQ_NP_973519-MLA69760128916_062023-W.jpg,4.5,(12)
